deal_id,announcement_date,resolution_date,target_name,acquirer_name,deal_value_musd,industry,sector,target_country,acquirer_country,deal_status,payment_method,target_public,acquirer_public,regulatory_review,rumor_or_leak,source_notes,market_volatility_proxy,interest_rate_proxy,deal_completed,election_year,new_president_year,months_to_election,months_after_election,transition_year,deal_value_missing,deal_value_log,time_to_close_or_cancel,cross_border_deal,public_target,public_acquirer,rumor_or_leak_indicator,antitrust_risk_proxy
DEAL000104,2008-04-05,2009-02-28,Target_000104,Acquirer_004075,39.4,Energy,Oil & Gas,Japan,US,completed,unknown,private,public,standard,no,synthetic,28.2,4.639487776427889,1,1,0,7.0,0.0,0,0,3.6988297849671046,329,1,0,1,0,0.65
DEAL000105,2001-04-28,2001-12-02,Target_000105,Acquirer_001514,503.8,Healthcare,Biotech,US,China,completed,cash,public,public,standard,no,synthetic,25.07,4.576187705714752,1,0,1,0.0,5.0,1,0,6.224162311227003,218,1,1,1,0,0.4
DEAL000106,2020-02-20,2020-08-02,Target_000106,Acquirer_000405,1116.9,Materials,Metals & Mining,Japan,Japan,terminated,cash,public,public,none,no,synthetic,30.44,2.414068761415584,0,1,0,9.0,0.0,0,0,7.01920720427628,164,0,1,1,0,0.0
DEAL000107,2015-05-15,2015-08-24,Target_000107,Acquirer_002008,780.5,Materials,Chemicals,Australia,US,failed,cash,public,private,none,no,synthetic,19.38,3.688203642545003,0,0,0,18.0,0.0,0,0,6.6612151498615315,101,1,1,0,0,0.15
DEAL000108,1996-02-03,1996-08-17,Target_000108,Acquirer_004059,704.4,Industrials,Transportation,US,US,completed,cash,private,public,none,no,synthetic,15.65,5.746074734411417,1,1,0,9.0,0.0,0,0,6.558765017801951,196,0,0,1,0,0.0
DEAL000109,2024-08-04,2024-12-08,Target_000109,Acquirer_003859,159.2,Energy,Utilities,US,France,withdrawn,unknown,private,public,standard,yes,synthetic,12.46,9.0,0,1,0,3.0,0.0,1,0,5.076423034634259,126,1,0,1,1,0.4
DEAL000110,2005-10-24,2006-07-19,Target_000110,Acquirer_000977,910.6,Consumer,Retail,UK,US,completed,cash,public,private,none,no,synthetic,18.96,5.0110153675918365,1,0,1,0.0,11.0,0,0,6.815201297371529,268,1,1,0,0,0.15
DEAL000111,2024-10-17,2025-02-10,Target_000111,Acquirer_002341,1210.8,Consumer,Retail,Japan,UK,terminated,cash,public,public,standard,no,synthetic,17.46,9.0,0,1,0,1.0,0.0,1,0,7.099862136510889,116,1,1,1,0,0.4
DEAL000112,2010-11-21,2011-07-27,Target_000112,Acquirer_001995,15.4,Financials,Fintech,US,France,completed,cash,public,public,standard,no,synthetic,18.68,4.632820915365671,1,0,0,0.0,24.0,0,0,2.797281334830153,248,1,1,1,0,0.4
DEAL000113,2020-11-20,2021-03-09,Target_000113,Acquirer_003799,63.7,Materials,Metals & Mining,US,Germany,completed,cash,private,private,standard,no,synthetic,22.27,2.7984872555501807,1,1,0,0.0,0.0,1,0,4.169761201506855,109,1,0,0,0,0.4
DEAL000114,2008-04-13,2008-11-19,Target_000114,Acquirer_002526,239.9,Technology,Hardware,US,China,cancelled,stock,public,private,standard,no,synthetic,30.07,4.285748007390735,0,1,0,7.0,0.0,0,0,5.484381909620826,220,1,1,0,0,0.4
DEAL000115,2019-08-11,2020-04-03,Target_000115,Acquirer_003191,42.5,Materials,Chemicals,India,UK,completed,stock,private,public,standard,no,synthetic,24.93,2.730527825606068,1,0,0,15.0,0.0,0,0,3.7727609380946383,236,1,0,1,0,0.4
DEAL000116,2018-08-14,2019-03-05,Target_000116,Acquirer_003031,19.6,Financials,Banks,Japan,US,completed,stock,private,public,standard,no,synthetic,16.85,3.63136832491206,1,0,0,0.0,21.0,0,0,3.0252910757955354,203,1,0,1,0,0.65
DEAL000117,2017-10-05,2017-12-10,Target_000117,Acquirer_000254,221.2,Technology,Hardware,UK,Australia,terminated,mixed,public,private,standard,no,synthetic,14.88,3.4340848062718203,0,0,1,0.0,11.0,0,1,5.40357787720553,66,1,1,0,0,0.4
DEAL000118,2008-10-31,2009-04-02,Target_000118,Acquirer_002658,6.8,Industrials,Aerospace & Defense,France,India,terminated,stock,public,public,standard,no,synthetic,28.37,3.5297054385112987,0,1,0,1.0,0.0,1,0,2.0541237336955462,153,1,1,1,0,0.65
DEAL000119,2019-12-15,2020-05-18,Target_000119,Acquirer_000450,29.7,Financials,Fintech,US,US,completed,cash,public,private,none,yes,synthetic,25.0,2.7982910773200427,1,0,0,11.0,0.0,0,0,3.4242626545931514,155,0,1,0,1,0.0
DEAL000120,2004-12-01,2005-07-09,Target_000120,Acquirer_002236,25.5,Industrials,Machinery,Germany,UK,withdrawn,cash,public,public,standard,no,synthetic,17.03,5.550957465989868,0,1,0,0.0,1.0,1,0,3.2771447329921766,220,1,1,1,0,0.4
DEAL000121,2021-07-25,2021-12-01,Target_000121,Acquirer_003444,845.0,Consumer,Retail,US,Canada,cancelled,mixed,public,public,standard,no,synthetic,22.69,3.657057681559702,0,0,1,0.0,8.0,0,0,6.740519359606223,129,1,1,1,0,0.4
DEAL000122,2013-09-02,2014-04-05,Target_000122,Acquirer_000433,178.3,Technology,Hardware,Canada,Canada,completed,cash,public,public,none,no,synthetic,16.87,3.818807056766821,1,0,1,0.0,10.0,0,0,5.189060380611087,215,0,1,1,0,0.0
DEAL000123,2016-12-02,2017-06-25,Target_000123,Acquirer_003009,303.7,Materials,Construction Materials,Canada,France,completed,mixed,public,public,none,no,synthetic,19.72,3.885153476689262,1,1,0,0.0,1.0,1,0,5.719327685991663,205,1,1,1,0,0.15
DEAL000124,2008-05-08,2008-09-21,Target_000124,Acquirer_002159,218.8,Healthcare,Pharmaceuticals,US,France,failed,mixed,private,public,standard,no,synthetic,27.81,4.262795138703413,0,1,0,6.0,0.0,1,0,5.392718041969521,136,1,0,1,0,0.65
DEAL000125,2000-06-08,2001-02-17,Target_000125,Acquirer_003780,221.2,Healthcare,Pharmaceuticals,Australia,US,completed,mixed,private,public,standard,no,synthetic,22.53,5.295149169931023,1,1,0,5.0,0.0,1,0,5.40357787720553,254,1,0,1,0,0.65
DEAL000126,2005-11-19,2006-03-20,Target_000126,Acquirer_001019,701.9,Industrials,Transportation,Australia,US,cancelled,stock,private,public,standard,no,synthetic,15.83,4.739418166182345,0,0,1,0.0,12.0,0,0,6.555214634181859,121,1,0,1,0,0.4
DEAL000127,2001-01-21,2001-07-10,Target_000127,Acquirer_003745,150.2,Energy,Renewables,France,China,completed,cash,public,public,none,no,synthetic,21.85,4.534908596906113,1,0,1,0.0,2.0,1,0,5.018603463745433,170,1,1,1,0,0.15
DEAL000128,2024-04-21,2024-12-20,Target_000128,Acquirer_001375,313.2,Financials,Banks,US,Australia,failed,cash,public,public,standard,yes,synthetic,18.98,9.0,0,1,0,7.0,0.0,0,0,5.750029725821521,243,1,1,1,1,0.65
DEAL000129,1999-08-29,2000-05-16,Target_000129,Acquirer_002747,221.2,Technology,IT Services,US,UK,completed,cash,public,public,none,no,synthetic,16.19,4.8786418754234,1,0,0,15.0,0.0,0,1,5.40357787720553,261,1,1,1,0,0.15
DEAL000130,2017-06-21,2017-12-11,Target_000130,Acquirer_003557,1869.0,Healthcare,Medical Devices,US,Canada,completed,cash,public,public,standard,unknown,synthetic,14.1,3.4871432897910384,1,0,1,0.0,7.0,0,0,7.533693709848633,173,1,1,1,0,0.4
DEAL000131,2016-02-24,2016-10-12,Target_000131,Acquirer_002274,92.5,Healthcare,Pharmaceuticals,US,Germany,completed,cash,public,private,standard,no,synthetic,19.51,3.347989575400604,1,1,0,9.0,0.0,0,0,4.537961436294641,231,1,1,0,0,0.65
DEAL000132,2021-04-26,2021-09-08,Target_000132,Acquirer_004853,425.5,Consumer,Media,India,US,completed,stock,public,private,none,no,synthetic,17.64,3.160139213703102,1,0,1,0.0,5.0,1,0,6.055612366931734,135,1,1,0,0,0.15
DEAL000133,2016-05-19,2016-10-28,Target_000133,Acquirer_002549,1204.1,Consumer,Retail,Australia,China,completed,cash,private,public,standard,no,synthetic,13.7,3.2385631525922665,1,1,0,6.0,0.0,1,0,7.094317830033346,162,1,0,1,0,0.4
DEAL000134,2023-06-17,2023-11-10,Target_000134,Acquirer_001208,38.7,Materials,Metals & Mining,UK,Japan,completed,unknown,private,public,none,no,synthetic,17.05,6.768857521432847,1,0,0,17.0,0.0,0,0,3.681351187693145,146,1,0,1,0,0.15
DEAL000135,2008-01-15,2008-07-09,Target_000135,Acquirer_001675,319.9,Energy,Utilities,Japan,Germany,completed,mixed,public,private,none,no,synthetic,26.02,4.205579344009776,1,1,0,10.0,0.0,0,0,5.771129548115811,176,1,1,0,0,0.15
DEAL000136,2003-11-07,2004-03-21,Target_000136,Acquirer_001432,458.4,Healthcare,Pharmaceuticals,China,Germany,completed,cash,public,public,standard,no,synthetic,18.42,5.76863467318834,1,0,0,12.0,0.0,0,0,6.129921290254998,135,1,1,1,0,0.65
DEAL000137,2007-12-26,2008-07-04,Target_000137,Acquirer_001970,460.8,Technology,Semiconductors,US,US,withdrawn,mixed,public,public,standard,no,synthetic,26.47,4.263113172587744,0,0,0,11.0,0.0,0,0,6.135131896920395,191,0,1,1,0,0.5
DEAL000138,2024-06-01,2024-12-13,Target_000138,Acquirer_003937,398.6,Industrials,Aerospace & Defense,Japan,Japan,completed,stock,private,private,standard,yes,synthetic,19.09,9.0,1,1,0,5.0,0.0,1,0,5.990464046774399,195,0,0,0,1,0.5
DEAL000139,1998-04-04,1998-09-22,Target_000139,Acquirer_002398,566.0,Energy,Oil & Gas,Australia,US,terminated,unknown,public,public,standard,yes,synthetic,18.41,5.728766769958387,0,0,0,0.0,17.0,0,0,6.340359303727752,171,1,1,1,1,0.65
DEAL000140,2024-03-30,2024-10-17,Target_000140,Acquirer_002241,30.0,Healthcare,Health Services,Germany,US,withdrawn,cash,private,public,standard,no,synthetic,16.77,9.0,0,1,0,8.0,0.0,0,0,3.4339872044851463,201,1,0,1,0,0.65
DEAL000141,2010-09-13,2010-12-07,Target_000141,Acquirer_001744,883.6,Industrials,Machinery,US,UK,withdrawn,mixed,public,public,standard,no,synthetic,19.61,4.220902663858966,0,0,0,0.0,22.0,0,0,6.785135565434226,85,1,1,1,0,0.4
DEAL000142,2015-09-04,2016-01-08,Target_000142,Acquirer_004684,530.9,Consumer,Food & Beverage,US,Australia,terminated,unknown,private,public,standard,no,synthetic,18.68,3.681875032245593,0,0,0,14.0,0.0,0,0,6.276455501748272,126,1,0,1,0,0.4
DEAL000143,2013-07-19,2013-11-30,Target_000143,Acquirer_001201,26.8,Healthcare,Biotech,US,Japan,failed,cash,public,public,standard,no,synthetic,18.13,2.9275967975762485,0,0,1,0.0,8.0,0,0,3.3250360206965914,134,1,1,1,0,0.4
DEAL000144,2013-05-20,2013-08-21,Target_000144,Acquirer_002659,191.9,Materials,Metals & Mining,India,Japan,terminated,cash,private,public,standard,no,synthetic,20.05,3.82783701318308,0,0,1,0.0,6.0,1,0,5.262171919911683,93,1,0,1,0,0.4
DEAL000145,2008-12-01,2009-05-19,Target_000145,Acquirer_000170,75.9,Consumer,Retail,US,US,completed,mixed,private,public,none,no,synthetic,29.66,4.596181972821553,1,1,0,0.0,1.0,1,0,4.3425058765115985,169,0,0,1,0,0.0
DEAL000146,2024-02-29,2024-06-12,Target_000146,Acquirer_001351,243.2,Financials,Fintech,Canada,US,failed,mixed,public,public,none,no,synthetic,18.17,9.0,0,1,0,9.0,0.0,0,0,5.497987561676604,104,1,1,1,0,0.15
DEAL000147,2023-12-26,2024-07-06,Target_000147,Acquirer_004837,125.6,Healthcare,Medical Devices,India,Canada,withdrawn,mixed,public,public,standard,no,synthetic,21.15,7.4520138757629315,0,0,0,11.0,0.0,0,0,4.841032509710076,193,1,1,1,0,0.4
DEAL000148,2005-10-08,2006-04-18,Target_000148,Acquirer_002561,128.2,Industrials,Aerospace & Defense,Japan,Germany,completed,cash,private,public,standard,no,synthetic,19.52,4.963012925239056,1,0,1,0.0,11.0,0,0,4.861361591348501,192,1,0,1,0,0.65
DEAL000149,2009-08-28,2009-12-05,Target_000149,Acquirer_002411,1558.9,Healthcare,Medical Devices,US,US,completed,unknown,public,public,none,no,synthetic,21.97,3.969672151046924,1,0,1,0.0,9.0,0,0,7.352376995624823,99,0,1,1,0,0.0
DEAL000150,2011-12-24,2012-04-04,Target_000150,Acquirer_000335,455.6,Materials,Construction Materials,US,France,cancelled,cash,private,public,none,no,synthetic,15.5,3.3537988043888736,0,0,0,11.0,0.0,0,0,6.123807734095696,102,1,0,1,0,0.15
DEAL000151,2009-07-21,2010-04-07,Target_000151,Acquirer_001272,49.5,Financials,Fintech,US,Germany,completed,cash,public,public,standard,no,synthetic,22.23,4.094185927231544,1,0,1,0.0,8.0,0,0,3.9219733362813143,260,1,1,1,0,0.4
DEAL000152,2003-09-14,2004-04-26,Target_000152,Acquirer_003968,111.7,Materials,Chemicals,Germany,Australia,completed,cash,public,public,standard,no,synthetic,22.72,4.743433544536225,1,0,0,14.0,0.0,0,0,4.724729421045731,225,1,1,1,0,0.4
DEAL000153,1998-05-07,1998-08-21,Target_000153,Acquirer_003062,254.4,Consumer,Telecom,Australia,India,cancelled,mixed,private,private,standard,yes,synthetic,19.46,6.614345506567051,0,0,0,0.0,18.0,0,0,5.542830943598439,106,1,0,0,1,0.65
DEAL000154,2004-12-21,2005-05-22,Target_000154,Acquirer_003821,208.8,Healthcare,Medical Devices,US,China,completed,cash,public,private,none,no,synthetic,20.36,5.156918764775215,1,1,0,0.0,1.0,1,0,5.346154695962197,152,1,1,0,0,0.15
DEAL000155,2022-01-26,2022-08-04,Target_000155,Acquirer_003782,46.8,Technology,Hardware,China,US,completed,stock,public,public,standard,no,synthetic,18.64,5.553834556585538,1,0,0,0.0,14.0,0,0,3.86702563949741,190,1,1,1,0,0.4
DEAL000156,2007-05-16,2007-06-10,Target_000156,Acquirer_001437,453.2,Financials,Banks,US,US,withdrawn,unknown,private,public,standard,no,synthetic,18.32,4.822509892048631,0,0,0,18.0,0.0,0,0,6.118537629671458,25,0,0,1,0,0.5
DEAL000157,1999-11-11,2000-06-21,Target_000157,Acquirer_001883,1412.2,Industrials,Machinery,Canada,US,withdrawn,mixed,public,public,standard,no,synthetic,25.2,5.998402534383676,0,0,0,12.0,0.0,0,0,7.25361191548499,223,1,1,1,0,0.4
DEAL000158,1996-03-25,1997-01-09,Target_000158,Acquirer_004177,10496.3,Consumer,Retail,US,China,completed,cash,public,public,standard,no,synthetic,16.91,6.147743223879962,1,1,0,8.0,0.0,0,0,9.258873360221578,290,1,1,1,0,0.6000000000000001
DEAL000159,2021-10-15,2022-08-03,Target_000159,Acquirer_000258,764.8,Materials,Metals & Mining,US,India,completed,stock,private,public,standard,no,synthetic,19.13,3.6437544984790726,1,0,1,0.0,11.0,0,0,6.640921039043194,292,1,0,1,0,0.4
DEAL000160,2016-03-10,2016-08-03,Target_000160,Acquirer_000749,6.2,Financials,Fintech,US,US,withdrawn,mixed,public,public,none,no,synthetic,14.12,3.504301753656467,0,1,0,8.0,0.0,0,0,1.9740810260220096,146,0,1,1,0,0.0
DEAL000161,2005-09-23,2006-06-11,Target_000161,Acquirer_003780,2036.9,Consumer,Retail,US,UK,completed,cash,public,public,standard,no,synthetic,16.28,5.4308117007372525,1,0,1,0.0,10.0,0,0,7.619675144865366,261,1,1,1,0,0.5
DEAL000162,2016-01-23,2016-11-22,Target_000162,Acquirer_001236,37.4,Consumer,Food & Beverage,Australia,US,completed,stock,public,public,standard,no,synthetic,15.5,3.2590939860200923,1,1,0,10.0,0.0,0,0,3.648057459593681,304,1,1,1,0,0.4
DEAL000163,2007-04-21,2007-12-02,Target_000163,Acquirer_004657,58.9,Healthcare,Health Services,Germany,Australia,completed,cash,public,public,standard,yes,synthetic,14.43,4.771777859064987,1,0,0,19.0,0.0,0,0,4.092676505121403,225,1,1,1,1,0.65
DEAL000164,1997-09-18,1998-02-28,Target_000164,Acquirer_001612,22.2,Consumer,Telecom,China,Canada,cancelled,stock,private,public,standard,no,synthetic,17.89,5.0856617606121866,0,0,1,0.0,10.0,0,0,3.1441522786722644,163,1,0,1,0,0.65
DEAL000165,1997-09-07,1998-03-29,Target_000165,Acquirer_002925,84.2,Technology,Semiconductors,UK,Japan,completed,stock,private,public,standard,no,synthetic,13.88,5.986293271146729,1,0,1,0.0,10.0,0,0,4.44500143383527,203,1,0,1,0,0.65
DEAL000166,2005-08-06,2006-03-02,Target_000166,Acquirer_003670,17.2,Technology,Semiconductors,France,US,completed,mixed,public,public,standard,no,synthetic,12.19,4.085522526197778,1,0,1,0.0,9.0,0,0,2.9014215940827497,208,1,1,1,0,0.65
DEAL000167,2018-09-13,2019-01-19,Target_000167,Acquirer_004720,5220.4,Healthcare,Biotech,US,India,withdrawn,stock,public,public,standard,no,synthetic,18.56,3.04295238103989,0,0,0,0.0,22.0,0,0,8.560520844151416,128,1,1,1,0,0.5
DEAL000168,2001-07-31,2002-01-30,Target_000168,Acquirer_002610,246.0,Technology,Hardware,India,France,terminated,stock,public,private,standard,no,synthetic,24.82,5.657586348629498,0,0,1,0.0,8.0,0,0,5.5093883366279774,183,1,1,0,0,0.4
DEAL000169,1997-08-17,1998-02-15,Target_000169,Acquirer_002098,986.2,Energy,Utilities,France,China,cancelled,cash,public,public,standard,no,synthetic,15.03,5.588898016071519,0,0,1,0.0,9.0,0,0,6.894872653151124,182,1,1,1,0,0.4
DEAL000170,2004-06-17,2005-01-01,Target_000170,Acquirer_004512,362.0,Materials,Metals & Mining,US,US,completed,mixed,private,public,standard,unknown,synthetic,17.32,5.686610798456043,1,1,0,5.0,0.0,1,0,5.8944028342648505,198,0,0,1,0,0.25
DEAL000171,2005-07-25,2006-06-30,Target_000171,Acquirer_002184,260.0,Technology,Hardware,Germany,US,completed,cash,public,public,standard,no,synthetic,16.25,5.136382181090493,1,0,1,0.0,8.0,0,0,5.564520407322694,340,1,1,1,0,0.4
DEAL000172,1999-03-01,1999-10-01,Target_000172,Acquirer_003463,97.3,Industrials,Transportation,India,Germany,completed,cash,public,public,standard,yes,synthetic,20.57,6.218680181094784,1,0,0,20.0,0.0,0,0,4.5880240271531205,214,1,1,1,1,0.4
DEAL000173,2009-10-26,2010-01-20,Target_000173,Acquirer_004977,306.2,Technology,IT Services,US,US,failed,cash,public,public,none,no,synthetic,17.84,4.223902217369538,0,0,1,0.0,11.0,0,0,5.727499001273517,86,0,1,1,0,0.0
DEAL000174,2006-04-18,2006-09-13,Target_000174,Acquirer_002226,199.3,Technology,IT Services,US,France,completed,cash,public,public,standard,unknown,synthetic,18.48,4.630012785314329,1,0,0,0.0,17.0,0,0,5.299816242671772,148,1,1,1,0,0.4
DEAL000175,2006-09-26,2007-03-28,Target_000175,Acquirer_002056,455.0,Financials,Fintech,India,Canada,withdrawn,stock,public,public,standard,unknown,synthetic,23.56,4.006009567181827,0,0,0,0.0,22.0,0,0,6.1224928095143865,183,1,1,1,0,0.4
DEAL000176,2005-01-12,2005-08-21,Target_000176,Acquirer_000987,9.5,Consumer,Retail,US,US,completed,mixed,private,private,standard,no,synthetic,22.21,5.28342748115025,1,0,1,0.0,2.0,1,0,2.3513752571634776,221,0,0,0,0,0.25
DEAL000177,2006-01-07,2006-08-15,Target_000177,Acquirer_000412,6697.5,Financials,Banks,US,India,cancelled,stock,private,public,standard,no,synthetic,15.63,5.206521822867747,0,0,0,0.0,14.0,0,0,8.80963889971704,220,1,0,1,0,0.75
DEAL000178,2004-04-26,2004-12-26,Target_000178,Acquirer_003647,250.7,Materials,Chemicals,US,UK,completed,mixed,private,private,standard,no,synthetic,19.82,4.316725675515383,1,1,0,7.0,0.0,0,0,5.52823790214127,244,1,0,0,0,0.4
DEAL000179,2007-11-12,2008-05-31,Target_000179,Acquirer_004203,97.9,Energy,Renewables,US,US,completed,cash,public,public,none,no,synthetic,24.71,4.9008691198484895,1,0,0,12.0,0.0,0,0,4.594109238628667,201,0,1,1,0,0.0
DEAL000180,2012-06-10,2013-01-18,Target_000180,Acquirer_002909,13.7,Energy,Oil & Gas,UK,US,completed,unknown,public,private,standard,no,synthetic,16.29,4.534943020759121,1,1,0,5.0,0.0,1,0,2.6878474937846906,222,1,1,0,0,0.65
DEAL000181,2018-09-22,2019-03-11,Target_000181,Acquirer_001275,65.0,Consumer,Food & Beverage,US,US,completed,stock,private,public,standard,no,synthetic,21.32,3.0083162406563964,1,0,0,0.0,22.0,0,0,4.189654742026425,170,0,0,1,0,0.25
DEAL000182,2015-07-11,2016-01-15,Target_000182,Acquirer_003547,51.7,Energy,Oil & Gas,UK,Germany,completed,stock,private,public,standard,no,synthetic,23.98,3.107045302134688,1,0,0,16.0,0.0,0,0,3.9646154555473165,188,1,0,1,0,0.65
DEAL000183,2005-08-26,2006-03-30,Target_000183,Acquirer_002782,331.0,Energy,Renewables,India,Canada,completed,stock,private,public,standard,no,synthetic,14.43,4.660975606880502,1,0,1,0.0,9.0,0,0,5.805134968916488,216,1,0,1,0,0.4
DEAL000184,2022-01-24,2022-05-19,Target_000184,Acquirer_001670,624.3,Technology,IT Services,US,US,failed,cash,public,public,standard,no,synthetic,19.3,4.410634184476128,0,0,0,0.0,14.0,0,0,6.438231534573252,115,0,1,1,0,0.25
DEAL000185,2001-02-17,2001-08-12,Target_000185,Acquirer_000164,15.9,Healthcare,Health Services,US,India,terminated,cash,private,private,standard,unknown,synthetic,24.51,5.909654552678434,0,0,1,0.0,3.0,1,0,2.8273136219290276,176,1,0,0,0,0.65
DEAL000186,2013-10-13,2014-04-03,Target_000186,Acquirer_004724,775.2,Technology,IT Services,US,France,completed,cash,private,private,standard,no,synthetic,17.72,3.769748754777204,1,0,1,0.0,11.0,0,0,6.654410218934806,172,1,0,0,0,0.4
DEAL000187,2015-01-09,2015-06-09,Target_000187,Acquirer_000676,263.1,Industrials,Machinery,Germany,Germany,completed,cash,public,public,none,no,synthetic,18.45,3.2958485992107827,1,0,0,22.0,0.0,0,0,5.576327819303087,151,0,1,1,0,0.0
DEAL000188,2011-08-19,2011-11-23,Target_000188,Acquirer_004942,38.3,Consumer,Media,US,US,withdrawn,mixed,public,public,none,no,synthetic,17.42,5.033297442294624,0,0,0,15.0,0.0,0,0,3.6712245188752153,96,0,1,1,0,0.0
DEAL000189,2014-07-23,2014-12-21,Target_000189,Acquirer_000828,1063.2,Financials,Asset Management,China,Australia,cancelled,cash,private,public,standard,yes,synthetic,13.95,3.705550077656805,0,0,0,0.0,20.0,0,0,6.969978622162269,151,1,0,1,1,0.4
DEAL000190,2013-09-05,2014-03-11,Target_000190,Acquirer_003695,19.6,Technology,Hardware,India,India,completed,stock,public,private,standard,unknown,synthetic,20.06,4.097958392509906,1,0,1,0.0,10.0,0,0,3.0252910757955354,187,0,1,0,0,0.25
DEAL000191,2023-08-23,2024-06-08,Target_000191,Acquirer_000228,11523.1,Industrials,Machinery,US,France,completed,mixed,public,public,standard,no,synthetic,19.25,7.916391051897254,1,0,0,15.0,0.0,0,0,9.352195773709289,290,1,1,1,0,0.6000000000000001
DEAL000192,2014-01-24,2014-05-13,Target_000192,Acquirer_001604,112.8,Financials,Insurance,Canada,UK,withdrawn,mixed,private,public,standard,no,synthetic,19.4,3.556991520436084,0,0,0,0.0,14.0,0,0,4.73444252169223,109,1,0,1,0,0.4
DEAL000193,2014-11-21,2015-03-01,Target_000193,Acquirer_003107,260.6,Energy,Oil & Gas,India,Japan,cancelled,stock,public,public,standard,yes,synthetic,17.09,3.491796662625244,0,0,0,0.0,24.0,0,0,5.566816619583044,100,1,1,1,1,0.65
